LotArea,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,BsmtFinSF1,BsmtUnfSF,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,SalePrice
10200,1Fam,1Story,2007,2007,Gable,1478,100,SB,1602,2,0,3,7,1,2007,3,810,0,48,0,2009,293200
9313,1Fam,2Story,2004,2004,Gable,0,864,SB,1728,2,1,3,7,0,2004,2,572,187,56,0,2009,190000
8487,1Fam,1Story,2004,2004,Gable,20,1480,SB,1500,2,0,3,6,0,2004,2,570,192,36,0,2009,190000
8633,1Fam,2Story,2005,2005,Gable,193,545,SB,1476,2,1,3,7,0,2005,2,540,100,35,0,2009,173500
11069,1Fam,2Story,2007,2007,Gable,0,608,SB,1396,2,1,3,6,1,2007,2,440,100,36,0,2009,170000
8777,1Fam,1Story,1949,2003,Gable,0,0,SB,1126,2,0,2,5,0,2002,2,520,0,96,0,2009,108000
9937,1Fam,1Story,1964,1999,Hip,637,849,SB,1486,1,0,3,7,0,1968,2,480,0,0,0,2009,167000
8877,1Fam,1Story,1938,1958,Gable,690,126,SB,816,1,0,2,3,1,1958,1,288,0,0,0,2009,1.00E+05
7301,1Fam,SFoyer,2003,2003,Gable,0,0,SB,1922,3,0,4,7,1,2003,2,672,0,0,0,2009,198500
7950,1Fam,2Story,1977,1977,Hip,535,155,SB,1426,1,1,3,6,0,1977,2,440,252,0,0,2009,159500
10682,1Fam,1Story,1960,1971,Gable,399,615,SB,1149,1,0,3,7,0,1968,1,544,0,240,0,2009,127000
7200,1Fam,SLvl,1976,1976,Hip,631,410,SB,1125,1,0,3,6,1,1977,1,352,296,0,0,2009,125000
13286,1Fam,1Story,2007,2008,Hip,1234,464,SB,1698,2,0,3,8,1,2007,3,768,327,64,0,2009,320000
3675,TwnhsE,SFoyer,2005,2006,Gable,547,0,SB,1072,1,0,2,5,0,2005,2,525,0,28,0,2009,145500
9405,1Fam,1Story,1947,2008,Hip,0,698,SB,698,1,0,2,4,0,0,0,0,0,200,0,2009,118000
6410,1Fam,1Story,1959,1959,Gable,332,301,FA,876,1,0,3,5,0,1959,1,320,0,0,0,2009,85000
11767,1Fam,1Story,1950,1950,Gable,1078,0,FA,1368,1,0,3,6,0,1950,1,195,0,41,0,2009,120000
8405,1Fam,1.5Fin,1945,1950,Gable,0,0,FF,1529,2,0,4,9,0,1945,1,240,92,0,0,2009,98000
4060,1Fam,1Story,1922,1950,Gable,0,864,SB,864,1,0,2,4,0,0,0,0,0,96,0,2009,99900
10206,1Fam,1Story,1952,1952,Flat,0,0,FF,944,1,0,2,4,0,1956,2,528,0,0,0,2009,82000
10926,Duplex,1Story,1959,1959,Hip,0,1678,SB,1678,2,0,6,10,0,0,0,0,0,0,0,2009,119900
11767,1Fam,1Story,1956,1956,Hip,546,604,SB,1560,1,0,2,7,1,1956,1,313,0,0,0,2009,103500
8926,1Fam,1Story,1956,1956,Gable,0,672,FA,960,1,0,3,5,0,1956,1,288,64,0,0,2009,112000
12354,1Fam,1.5Fin,1920,2000,Gable,0,684,SB,1196,1,0,3,7,0,2005,2,528,0,46,0,2009,110000
8212,1Fam,1.5Fin,1941,1950,Gable,626,94,SB,1298,1,0,3,6,2,1940,1,256,84,0,0,2009,122000
10998,1Fam,1.5Fin,1941,1960,Gable,408,156,SB,1604,2,0,3,6,0,1977,2,660,0,68,0,2009,117000
6300,1Fam,1.5Fin,1938,1950,Gable,832,0,SB,1268,1,1,3,7,2,1938,1,250,0,0,0,2009,160000
4500,1Fam,1.5Fin,1932,2000,Gable,182,611,SB,1520,1,0,3,6,0,1968,1,281,0,0,0,2009,159434
9900,1Fam,1.5Fin,1940,1950,Gable,0,778,SB,1489,2,0,3,7,1,1940,1,240,335,0,0,2009,139500
15863,1Fam,2.5Fin,1920,1970,Gable,523,301,SB,3082,2,1,5,12,2,1970,2,672,136,63,0,2009,197000
5707,1Fam,2Story,1935,1950,Gable,0,583,FF,1242,1,1,3,6,1,1926,1,180,329,96,0,2009,105000
7804,1Fam,1.5Fin,1928,1950,Gable,622,500,SB,1981,2,0,4,7,2,1981,2,576,431,44,0,2009,135000
8574,1Fam,1Story,1916,2000,Gable,0,816,SB,1232,1,0,3,6,1,1916,2,440,0,0,0,2009,147500
6171,1Fam,1.5Fin,1925,1990,Gable,264,712,SB,1608,2,1,3,7,1,1925,1,216,147,16,0,2009,137450
7200,1Fam,2Story,1936,2007,Gable,350,0,SB,1135,1,0,3,6,0,1971,2,576,256,0,0,2009,155000
7558,1Fam,1.5Fin,1928,1950,Gable,0,896,SB,1913,1,1,3,9,1,1929,2,342,0,0,0,2009,177000
6292,1Fam,1.5Fin,1928,1950,Gable,0,861,SB,1477,2,0,3,6,1,1928,1,216,0,50,0,2009,145000
7155,1Fam,2Story,1918,1990,Gambrel,0,600,SB,1228,1,0,3,6,1,1918,1,215,0,113,0,2009,137000
10918,1Fam,2Story,1926,2004,Gambrel,0,1276,SB,2080,1,1,3,9,2,1926,1,282,0,0,0,2009,234000
13680,1Fam,1.5Fin,1940,1950,Gable,728,112,SB,1567,1,1,2,6,2,1961,2,440,0,21,0,2009,205000
7500,1Fam,2Story,1942,1950,Gable,547,224,SB,1494,1,0,3,7,2,1942,1,213,0,0,0,2009,177500
9600,1Fam,1.5Fin,1940,1950,Gable,428,300,SB,1308,1,1,2,7,2,1940,1,256,0,70,0,2009,160000
14680,1Fam,1Story,1960,1960,Gable,793,480,SB,1273,1,0,2,5,0,1960,1,307,483,0,0,2009,155000
13360,1Fam,1Story,1921,2006,Gable,713,163,SB,964,1,0,2,5,0,1921,2,432,0,0,0,2009,163500
7681,1Fam,1.5Fin,1921,1950,Gable,0,731,SB,1343,1,1,3,7,1,1921,1,186,192,0,0,2009,154900
8145,Duplex,2.5Unf,1940,1950,Gable,246,674,SB,2480,2,1,5,13,2,1940,2,400,0,0,0,2009,205000
9100,1Fam,1Story,1954,1954,Gable,154,264,SB,1112,1,0,2,6,1,1954,1,390,0,0,0,2009,144800
12000,1Fam,2Story,1941,1950,Gable,275,429,SB,1564,1,1,3,7,1,1941,1,234,0,0,0,2009,174500
13339,1Fam,1Story,1960,1960,Gable,65,621,SB,1561,2,0,3,6,1,1960,2,463,0,148,0,2009,193000
15600,1Fam,1.5Fin,1949,2005,Gable,312,248,SB,1523,2,0,3,7,1,1949,1,295,0,0,0,2009,158000
14000,1Fam,1Story,1950,2004,Gable,0,1092,SB,1152,1,0,3,6,1,1950,1,300,0,36,0,2009,158500
17500,1Fam,1Story,1954,1954,Gable,784,91,SB,1906,1,1,3,6,2,1954,2,576,0,201,0,2009,224000
1733,Twnhs,2Story,1980,1980,Gable,0,516,SB,1032,1,0,2,5,1,1980,2,452,279,0,0,2009,115000
1488,TwnhsE,2Story,1980,1992,Gable,471,90,SB,1229,1,1,2,5,1,1980,2,462,176,0,0,2009,137000
1612,Twnhs,2Story,1980,1980,Gable,0,561,SB,1229,1,1,2,5,1,1980,2,462,154,0,0,2009,121000
1300,TwnhsE,2Story,1980,1980,Gable,285,276,SB,1229,1,1,2,5,1,1980,2,462,150,0,0,2009,124000
13607,1Fam,SLvl,1986,1986,Gable,454,118,SB,1982,2,1,3,6,1,1986,2,501,400,112,0,2009,208000
17597,1Fam,1Story,1971,2009,Hip,803,581,SB,2365,2,0,3,7,2,1971,2,551,200,144,0,2009,315000
21695,1Fam,1Story,1988,2007,Hip,808,72,SB,1680,2,0,3,5,1,1988,2,540,292,44,0,2009,222000
10690,1Fam,2Story,1920,1997,Hip,456,216,FA,1344,1,0,3,6,0,1964,1,468,0,128,0,2009,147000
8660,1Fam,2Story,1900,1993,Gambrel,0,760,SB,2168,2,0,5,11,0,1998,2,576,467,160,0,2009,123000
6402,1Fam,2Story,1920,1950,Gable,0,596,SB,1192,1,0,3,6,0,1920,1,189,0,0,0,2009,78000
8470,1Fam,1.5Fin,1915,1982,Hip,0,1013,SB,1526,1,0,2,6,0,0,0,0,0,0,0,2009,85000
10200,1Fam,1Story,1925,1950,Gable,0,572,FP,572,1,0,2,4,0,1940,1,200,0,0,0,2009,75000
3843,TwnhsE,1Story,2007,2008,Hip,1476,120,SB,1648,2,0,2,5,1,2007,2,482,162,53,0,2009,230000
10125,1Fam,2Story,2000,2001,Gable,445,412,SB,2052,2,1,3,7,1,2000,3,642,210,91,0,2009,251000
12822,1Fam,1.5Fin,2003,2003,Gable,1351,83,SB,2149,1,1,1,6,1,2003,2,670,168,43,0,2009,239686
12118,1Fam,1Story,2004,2005,Hip,0,1710,SB,1710,2,0,3,7,1,2004,2,550,100,48,0,2009,240000
12209,1Fam,2Story,2001,2002,Gable,690,114,SB,1961,2,1,3,7,1,2001,2,560,125,192,0,2009,215000
9750,1Fam,SFoyer,1977,1977,Gable,767,135,SB,926,1,0,2,5,1,1977,1,351,319,0,0,2009,156450
9360,1Fam,SFoyer,1977,1977,Gable,841,0,SB,1287,1,1,2,5,2,1977,2,541,302,39,0,2009,173000
10125,Duplex,1.5Fin,1977,1977,Gable,0,0,SB,1734,2,0,4,8,0,1977,2,539,0,0,0,2009,126000
9947,1Fam,SLvl,1990,1991,Gable,611,577,SB,1217,2,0,3,6,0,1990,2,497,168,27,0,2009,173000
11070,1Fam,1Story,1991,1991,Gable,55,1527,SB,1595,2,0,2,5,0,1991,2,672,0,0,0,2009,152000
215245,1Fam,1Story,1965,1965,Hip,1236,80,SB,2036,2,0,3,8,2,1965,2,513,0,0,0,2009,375000
12898,1Fam,1Story,2007,2008,Hip,1022,598,SB,1620,2,0,2,6,1,2008,3,912,228,0,0,2009,315500
13159,1Fam,2Story,2009,2009,Gable,0,846,SB,1692,2,1,3,6,0,2009,2,650,208,114,0,2009,224500
13438,1Fam,1Story,2008,2008,Gable,1758,432,SB,2036,2,0,3,9,1,2008,3,780,90,154,0,2009,410000
14463,1Fam,1Story,2008,2008,Gable,1115,526,SB,1641,2,0,3,7,0,2008,3,885,0,95,0,2009,316500
8925,1Fam,1Story,2007,2007,Gable,16,1450,SB,1466,2,0,3,7,0,2007,3,610,100,18,0,2009,201000
11457,1Fam,1Story,1988,1988,Gable,1005,387,SB,1412,2,0,3,6,1,1988,2,576,0,0,0,2009,175000
9839,1Fam,2Story,1980,2006,Gable,462,250,SB,2237,2,1,3,7,1,1980,2,440,305,24,0,2009,204000
14419,1Fam,SLvl,1987,1989,Hip,904,117,SB,1479,2,1,3,7,1,1987,2,578,224,238,0,2009,213500
6853,1Fam,1Story,2001,2002,Gable,1005,262,SB,1296,2,0,2,6,0,2001,2,471,192,25,0,2009,220000
9157,1Fam,2Story,2003,2003,Gable,0,912,SB,2014,2,1,3,9,0,2003,2,486,124,114,0,2009,170000
14601,1Fam,1Story,2006,2006,Hip,1260,578,SB,1838,2,0,2,8,1,2006,3,765,270,68,0,2009,315000
12633,1Fam,1Story,2007,2007,Hip,1640,338,SB,1978,2,0,2,7,1,2007,3,920,308,52,0,2009,425000
12518,1Fam,1Story,1968,1968,Gable,532,476,SB,1008,1,0,3,6,0,1968,1,384,144,0,0,2009,139500
21750,1Fam,1Story,1960,2006,Hip,0,0,SB,1771,1,0,3,9,1,1960,2,336,0,0,0,2009,115000
4500,TwnhsE,1Story,1998,1998,Hip,866,338,SB,1204,2,0,2,5,0,1998,2,412,0,247,0,2009,162000
4500,TwnhsE,1Story,1999,1999,Hip,883,341,SB,1224,2,0,2,5,0,1999,2,402,0,304,0,2009,165000
1596,Twnhs,SLvl,1973,1973,Gable,462,0,SB,988,1,0,2,5,0,1973,1,297,120,101,0,2009,91000
9858,1Fam,1Story,1968,1968,Gable,510,354,SB,874,1,0,3,5,0,1968,1,288,33,0,0,2009,130000
1526,Twnhs,SFoyer,1970,2002,Gable,515,115,SB,630,1,0,1,3,0,1970,1,286,0,0,0,2009,86000
13383,1Fam,1Story,1969,2000,Hip,594,594,SB,1404,2,0,3,7,1,1969,2,504,0,16,0,2009,160000
1477,TwnhsE,SFoyer,1970,1970,Gable,509,121,SB,630,1,0,1,3,0,1970,1,286,0,0,0,2009,80000
1533,Twnhs,2Story,1970,2008,Gable,0,546,SB,1344,1,1,3,6,1,0,0,0,0,0,0,2009,97000
2217,TwnhsE,2Story,1970,1970,Gable,273,0,SB,1092,1,1,3,6,0,1970,1,286,238,0,0,2009,88000
7689,1Fam,SFoyer,1972,1972,Gable,720,0,SB,796,1,0,2,4,0,1998,1,336,138,0,0,2009,131900
7706,1Fam,SLvl,1993,1996,Gable,114,0,SB,1091,1,0,2,5,0,1993,1,429,280,0,0,2009,131250
9101,1Fam,SFoyer,1978,1978,Gable,1097,0,SB,1110,1,0,1,4,1,1978,2,602,303,30,0,2009,165500
8780,1Fam,1Story,1985,1985,Gable,625,208,SB,833,1,0,3,5,0,0,0,0,0,0,0,2009,112000
7669,1Fam,SFoyer,1992,1993,Gable,718,0,SB,883,1,0,2,5,1,1998,2,698,100,32,0,2009,149000
14115,1Fam,1.5Fin,1993,1995,Gable,732,64,SB,1362,1,1,1,5,0,1993,2,480,40,30,0,2009,143000
10429,1Fam,2Story,1992,1992,Gable,330,294,SB,1287,1,1,3,6,0,2001,2,440,150,0,0,2009,130000
9819,1Fam,1Story,1977,1977,Gable,1567,0,SB,1567,2,0,2,5,2,1977,2,714,264,32,0,2009,196000
10457,1Fam,2Story,1969,1969,Gable,496,0,SB,1632,1,1,4,7,1,1969,2,898,0,173,0,2009,173000
11029,1Fam,1Story,1958,2002,Hip,528,245,SB,1414,1,0,3,6,1,1990,2,601,0,51,0,2008,176500
12925,1Fam,1Story,1970,1970,Gable,865,340,SB,2117,2,1,4,7,2,1970,2,550,0,42,0,2008,237500
11075,1Fam,2Story,1969,1969,Gable,500,176,SB,2112,2,1,4,9,2,1969,2,576,280,0,0,2008,206900
8702,1Fam,2Story,1997,1998,Gable,706,220,SB,1604,2,1,3,7,1,1997,2,470,0,36,0,2008,187500
8139,1Fam,2Story,1995,1996,Gable,476,204,SB,1470,2,1,3,7,1,1995,2,420,192,49,0,2008,165000
9535,1Fam,2Story,1998,1998,Gable,851,75,SB,1604,2,1,3,7,0,1998,2,472,100,82,0,2008,195500
9042,1Fam,2Story,1998,1998,Gable,828,115,SB,1638,2,1,3,7,2,1998,2,472,100,38,0,2008,192000
15038,1Fam,2Story,1996,1996,Gable,138,778,SB,1636,2,1,3,7,1,1996,2,386,168,84,0,2008,173000
14137,1Fam,1Story,1996,1997,Gable,450,898,SB,1384,2,0,3,7,0,1996,2,404,0,39,0,2008,177900
21872,1Fam,2Story,1996,1997,Gable,604,125,SB,1446,2,1,3,6,1,1996,2,406,264,22,0,2008,175000
4923,TwnhsE,1Story,2001,2002,Gable,1153,440,SB,1593,1,1,0,5,1,2001,2,682,0,120,0,2008,286000
6264,1Fam,1Story,1997,1997,Gable,656,1008,SB,1682,1,1,1,6,1,1997,2,528,0,0,0,2008,247900
5395,TwnhsE,1Story,1993,1993,Gable,733,604,SB,1337,2,0,2,5,1,1993,2,462,96,0,0,2008,180000
5070,TwnhsE,1Story,1992,1992,Gable,0,1280,SB,1280,2,0,2,5,0,1992,2,506,0,82,0,2008,180000
10839,1Fam,2Story,1997,1998,Gable,0,926,SB,1604,2,1,3,7,1,1997,2,470,0,36,0,2008,181000
11184,1Fam,2Story,1998,1998,Gable,0,932,SB,1633,2,1,3,7,1,1998,2,460,0,39,0,2008,183000
8000,1Fam,2Story,1995,1996,Gable,219,554,SB,1658,2,1,3,8,1,1995,2,431,224,84,0,2008,188000
10832,1Fam,2Story,1994,1996,Gable,0,712,SB,1895,2,1,3,7,1,1994,2,409,143,46,0,2008,194500
14067,1Fam,2Story,1991,1991,Gable,504,332,SB,1709,2,1,3,7,0,1991,2,416,0,40,0,2008,185000
4671,TwnhsE,1Story,1988,1989,Gable,767,461,SB,1228,2,0,2,5,1,1988,2,472,168,120,0,2008,189000
5950,TwnhsE,1Story,1989,1989,Gable,319,1018,SB,1337,2,0,2,5,1,1989,2,462,0,73,0,2008,188500
13543,1Fam,2Story,2005,2005,Gable,16,1152,SB,2500,3,1,5,9,1,2005,3,683,192,32,0,2008,355000
11198,1Fam,2Story,2005,2007,Hip,0,1122,SB,2504,2,1,4,11,1,2005,3,656,144,39,0,2008,325000
15401,1Fam,1Story,2004,2004,Hip,1337,547,SB,1884,2,0,2,7,1,2004,3,670,214,76,0,2008,387000
8118,TwnhsE,1Story,2007,2007,Hip,1034,676,SB,1710,2,0,2,6,1,2007,2,557,156,48,0,2008,334000
47280,1Fam,1Story,1950,1950,Hip,0,1488,SB,1488,2,1,3,6,1,1950,2,738,0,0,0,2008,133000
20544,1Fam,2Story,1986,1991,Gable,0,791,SB,2093,2,1,3,7,1,1986,2,542,364,63,0,2008,215000
12680,1Fam,1Story,1988,1988,Gable,983,692,SB,1688,2,0,2,6,1,1988,2,528,0,48,0,2008,226500
12090,1Fam,1Story,1981,1981,Gable,588,606,SB,1422,2,0,3,7,1,1981,2,576,276,0,0,2008,175500
10825,1Fam,1Story,1983,1983,Gable,747,513,SB,1260,2,0,3,6,0,1983,2,598,152,0,0,2008,181900
18559,1Fam,1Story,1978,1978,Hip,1206,656,SB,2064,2,0,3,7,2,1978,2,550,200,0,0,2008,235000
14450,1Fam,1Story,1979,1979,Hip,864,469,SB,1782,2,0,3,6,1,1979,2,551,467,0,0,2008,220000
12227,1Fam,2Story,1977,1995,Gable,896,434,SB,2872,2,1,4,11,1,1977,2,619,550,282,0,2008,272000
13068,1Fam,1Story,1976,1976,Hip,890,273,SB,1211,2,0,3,6,1,1976,2,461,0,0,0,2008,161000
15611,1Fam,1Story,1977,1977,Gable,767,266,SB,1126,2,0,3,6,0,1977,2,540,180,0,0,2008,175000
10400,1Fam,2Story,1980,1988,Gable,0,738,SB,2044,2,1,3,7,1,1980,2,489,28,73,0,2008,185000
9743,1Fam,2Story,1969,1969,Gable,280,440,SB,1308,1,1,3,7,0,1969,2,484,0,0,0,2008,146900
12511,1Fam,2Story,1978,1978,Mansard,988,432,SB,2840,2,1,4,8,2,1978,4,1314,0,16,0,2008,292500
11361,1Fam,1Story,1976,1976,Gable,644,549,SB,1523,2,0,3,7,1,1976,2,478,0,0,0,2008,180000
10400,1Fam,1Story,1976,1976,Gable,0,1444,SB,1444,2,0,2,5,1,1976,2,473,0,24,0,2008,159900
10480,1Fam,2Story,1976,1976,Hip,403,400,SB,1964,2,1,4,8,1,1976,2,483,0,69,0,2008,205000
10000,1Fam,1Story,1973,2000,Gable,1084,92,SB,1178,1,1,3,5,1,1973,2,439,224,0,0,2008,157000
14311,1Fam,2Story,1996,1996,Gable,1023,213,SB,2340,2,1,4,9,1,1996,3,787,192,180,0,2008,306000
9000,Duplex,2Story,1974,1974,Gable,0,896,SB,1792,2,2,4,8,0,1982,2,480,0,45,0,2008,133000
9750,1Fam,1Story,1969,1969,Gable,602,14,SB,1054,1,1,3,6,0,1969,2,460,180,0,0,2008,151000
10295,1Fam,1Story,1969,1969,Gable,252,684,SB,936,1,0,2,4,0,1969,1,288,16,0,0,2008,111900
7560,1Fam,1Story,1971,1971,Hip,119,132,SB,864,1,0,3,5,0,1977,2,576,0,0,0,2008,123000
12735,1Fam,1Story,1972,1972,Hip,600,264,SB,864,1,0,3,5,0,1980,2,576,216,0,0,2008,111250
4060,TwnhsE,1Story,1998,1999,Gable,266,1139,SB,1337,2,0,2,5,0,1998,2,511,144,68,0,2008,181000
1680,Twnhs,2Story,1973,1973,Gable,458,25,SB,987,1,1,2,5,0,1973,1,264,52,0,0,2008,103400
1680,Twnhs,2Story,1973,1973,Gable,330,153,SB,987,1,1,2,5,0,1973,1,264,0,0,0,2008,1.00E+05
1890,Twnhs,2Story,1972,1972,Gable,483,0,SB,987,1,1,2,5,0,1975,1,352,411,0,0,2008,100500
1869,Twnhs,2Story,1970,1970,Gable,321,162,SB,987,1,1,2,5,0,1987,1,280,0,0,0,2008,106000
1680,Twnhs,2Story,1971,1971,Gable,387,96,SB,987,1,1,2,4,0,1971,1,264,0,0,0,2008,85400
1680,TwnhsE,2Story,1971,1971,Gable,358,125,SB,987,1,1,2,5,0,1971,1,264,0,0,0,2008,89500
1680,Twnhs,2Story,1972,1972,Gable,350,280,SB,1302,2,1,3,6,0,1972,1,264,0,0,0,2008,111750
4043,TwnhsE,1Story,1977,1977,Gable,559,510,SB,1069,2,0,2,4,0,1977,2,440,0,55,0,2008,140000
2308,TwnhsE,2Story,1975,1975,Gable,286,275,SB,1456,2,1,4,7,0,1975,2,460,0,0,0,2008,143000
2529,Twnhs,1Story,1977,1977,Gable,378,677,SB,1055,2,0,2,4,0,1977,2,440,0,38,0,2008,148500
9477,1Fam,1Story,1966,1966,Gable,340,524,SB,892,1,0,3,5,0,1966,1,264,0,0,0,2008,110000
12444,1Fam,1Story,2008,2008,Hip,1336,596,SB,1932,2,0,2,7,1,2008,3,774,0,66,0,2008,394617
12474,1Fam,2Story,2007,2008,Gable,1280,402,SB,2332,2,1,3,9,1,2008,3,846,196,134,0,2008,426000
14803,1Fam,1Story,2007,2008,Hip,1636,442,SB,2084,2,0,2,7,1,2007,3,1220,188,45,0,2008,385000
14948,1Fam,2Story,2008,2008,Hip,1330,122,SB,2713,2,1,3,11,1,2008,3,858,126,66,0,2008,446261
12704,1Fam,1Story,2007,2007,Hip,1012,570,SB,1582,2,0,3,7,0,2007,3,905,209,95,0,2008,317500
13891,1Fam,1Story,2007,2008,Hip,1400,310,SB,1710,2,0,2,6,1,2007,3,866,0,102,0,2008,372402
13693,1Fam,1Story,2007,2007,Hip,1728,195,SB,2464,2,1,4,9,1,2007,3,650,358,78,0,2008,417500
14418,1Fam,1Story,2007,2007,Hip,1375,575,SB,1950,2,0,2,7,1,2007,3,706,156,207,0,2008,383000
13418,1Fam,2Story,2006,2006,Hip,1420,430,SB,2748,2,1,4,9,1,2006,3,850,212,182,0,2008,390000
12151,1Fam,2Story,2005,2005,Gable,1249,165,SB,2331,2,1,3,9,1,2005,3,1003,192,63,0,2008,379000
8899,1Fam,2Story,2007,2007,Hip,40,908,SB,2088,2,1,4,10,1,2007,3,656,100,24,0,2008,250000
10574,1Fam,2Story,2004,2004,Gable,856,292,SB,2332,2,1,4,9,1,2004,3,756,224,142,0,2008,316000
13688,1Fam,2Story,2003,2004,Gable,1016,556,SB,2668,2,1,3,10,2,2003,3,726,400,0,0,2008,412500
10625,1Fam,2Story,2003,2004,Gable,866,132,SB,2046,2,1,3,8,1,2003,3,871,320,62,0,2008,284000
10845,1Fam,1Story,2003,2004,Gable,1149,454,SB,1575,2,0,2,7,1,2003,3,732,216,28,0,2008,284000
16900,1Fam,2Story,2001,2002,Gable,1075,404,SB,2649,2,1,4,10,1,2001,3,746,0,60,0,2008,421250
16451,1Fam,2Story,2003,2003,Gable,0,1765,SB,2690,2,1,4,9,1,2003,3,795,268,58,0,2008,370000
10110,TwnhsE,1Story,2008,2008,Hip,372,1486,SB,1866,2,0,2,7,1,2008,3,870,0,48,0,2008,336860
8769,TwnhsE,1Story,2008,2008,Hip,1540,162,SB,1702,1,1,1,7,1,2008,3,1052,0,72,0,2008,367294
12304,TwnhsE,1Story,2005,2005,Gable,20,1347,SB,1367,2,0,2,6,1,2005,2,484,0,33,0,2008,192000
12677,TwnhsE,1Story,2003,2004,Hip,1218,300,SB,1518,1,1,1,6,1,2003,2,588,185,140,0,2008,274000
8849,TwnhsE,1Story,2005,2005,Hip,28,1656,SB,1684,2,0,2,6,1,2005,2,564,495,72,0,2008,266000
8232,TwnhsE,1Story,2007,2008,Hip,1204,596,SB,1800,2,0,2,6,1,2008,3,944,210,0,0,2008,370967
6240,TwnhsE,1Story,2006,2007,Hip,846,496,SB,1342,2,0,2,6,1,2007,2,550,0,35,0,2008,234250
6240,TwnhsE,1Story,2006,2007,Hip,24,1318,SB,1342,2,0,2,6,1,2007,2,550,0,35,0,2008,219500
2448,Twnhs,2Story,2003,2004,Gable,0,764,SB,1626,2,1,2,6,0,2003,2,474,0,27,0,2008,155000
2448,Twnhs,2Story,2003,2004,Gable,573,191,SB,1626,2,1,2,6,0,2003,2,474,0,27,0,2008,154000
8198,TwnhsE,1Story,2004,2004,Gable,720,638,SB,1358,2,0,2,6,1,2004,2,484,192,30,0,2008,207000
3940,TwnhsE,1Story,2003,2003,Gable,1073,342,SB,1455,2,0,2,6,1,2003,3,644,156,20,0,2008,195000
3940,TwnhsE,1Story,2004,2004,Hip,1087,306,SB,1576,2,0,2,7,1,2004,3,668,143,20,0,2008,219990
3182,TwnhsE,1Story,2005,2006,Gable,16,1330,SB,1504,2,0,2,7,1,2005,2,437,156,20,0,2008,191000
3182,1Fam,1Story,2007,2007,Gable,0,1266,SB,1266,2,0,2,6,1,2007,2,388,100,16,0,2008,159895
3710,1Fam,1Story,2007,2008,Gable,0,1146,SB,1246,2,0,2,5,1,2007,2,428,100,24,0,2008,187687
9024,1Fam,2Story,2004,2004,Gable,0,789,SB,1515,2,1,3,8,1,2004,2,393,0,75,0,2008,179000
7415,1Fam,2Story,2004,2004,Gable,759,80,SB,1593,2,1,3,8,1,2004,2,398,100,75,0,2008,193000
9587,1Fam,SLvl,2005,2005,Gable,655,201,SB,1166,2,0,2,5,0,2005,2,400,212,0,0,2008,190000
8029,1Fam,2Story,2005,2005,Gable,0,728,SB,1456,2,1,3,8,0,2005,2,400,100,24,0,2008,176000
8010,1Fam,2Story,2002,2003,Gable,0,840,SB,1720,2,1,3,7,1,2002,2,400,138,48,0,2008,188000
8396,1Fam,2Story,2003,2003,Gable,0,847,SB,1986,2,1,4,9,1,2003,2,434,120,48,0,2008,213000
7301,TwnhsE,1Story,2007,2008,Gable,876,474,SB,1358,2,0,2,6,1,2008,2,484,192,26,0,2008,217300
10261,1Fam,2Story,2000,2000,Gable,0,936,SB,1792,2,1,3,8,1,2000,2,451,0,0,0,2008,186500
8220,1Fam,2Story,2000,2001,Gable,544,438,SB,1892,2,1,3,8,1,2000,2,431,108,0,0,2008,226750
15384,1Fam,2Story,2004,2005,Gable,724,64,SB,1490,2,1,3,8,1,2004,2,388,100,75,0,2008,184000
12460,1Fam,2Story,1999,2000,Gable,870,167,SB,2322,2,1,4,8,1,1999,2,400,144,44,0,2008,225000
8390,1Fam,2Story,1999,1999,Gable,0,831,SB,1651,2,1,3,7,1,1999,2,450,0,103,0,2008,185900
9660,1Fam,2.5Unf,1997,1997,Hip,0,1173,SB,2199,2,1,3,9,1,1997,2,516,0,131,0,2008,284500
9200,1Fam,2Story,1998,1998,Gable,986,484,SB,2630,2,1,4,8,1,1998,3,696,0,66,0,2008,315000
14260,1Fam,2Story,2000,2000,Gable,655,490,SB,2198,2,1,4,9,1,2000,3,836,192,84,0,2008,250000
11000,1Fam,2Story,2000,2000,Hip,0,1519,SB,2172,2,1,4,8,1,2000,3,687,162,153,0,2008,291000
11675,1Fam,1Story,1998,1998,Gable,1660,322,SB,2006,2,0,2,5,1,1998,3,938,144,33,0,2008,350000
10990,1Fam,2Story,1996,1997,Gable,851,213,SB,2125,2,1,4,12,2,1996,2,576,168,0,0,2008,279500
11929,1Fam,2Story,1995,1995,Gable,0,1242,SB,2501,2,1,4,9,1,1995,3,751,192,87,0,2008,290000
10437,1Fam,1Story,1995,1995,Hip,1696,413,SB,2113,2,1,2,7,1,1995,3,839,236,46,0,2008,350000
10542,1Fam,2Story,1993,1994,Hip,1173,138,SB,2418,2,1,3,9,1,1993,3,983,250,154,0,2008,341000
10010,1Fam,2Story,1993,1994,Hip,228,0,SB,2197,2,1,4,9,1,1993,3,783,385,99,0,2008,287500
10944,1Fam,2Story,1994,1994,Gable,1000,223,SB,2127,2,1,3,5,2,1994,2,525,171,132,0,2008,271000
